"ERR3928931" "ERR3928933" "ERR3928934" "ERR3928935" "ERR3928936" "ERR3928937" "ERR3928938" "ERR3928939" "ERR3928940" "ERR3928941" "ERR3928942" "ERR3928943" "ERR3928944" "ERR3928945" "ERR3928946" "ERR3928947" "ERR3928948" "ERR3928949" "ERR3928950" "ERR3928951" "ERR3928952" "ERR3928953" "ERR3928954" "ERR3928955" "ERR3928956" "ERR3928957" "ERR3928958" "ERR3928959" "ERR3928960" "ERR3928961" "ERR3928962" "ERR3928963" "ERR3928964" "ERR3928965" "ERR3928966" "ERR3928967" "ERR3928968" "ERR3928969" "ERR3928970" "ERR3928971" "ERR3928972" "ERR3928973" "ERR3928974" "ERR3928975" "ERR3928976" "ERR3928977" "ERR3928978" "ERR3928979" "ERR3928980" "ERR3928981" "ERR3928982" "ERR3929033" "ERR3929034" "ERR3929035" "ERR3929036" "ERR3929037" "ERR3929038" "ERR3929039" "ERR3929040" "ERR3929041" "ERR3929042" "ERR3929043" "ERR3929044" "ERR3929045" "ERR3929046" "ERR3929047" "ERR3929048" "ERR3929049" "ERR3929050" "ERR3929051" "ERR3929052" "ERR3929053" "ERR3929054" "ERR3929055" "ERR3929056" "ERR3929057" "ERR3929058" "ERR3929059" "ERR3929060" "ERR3929061" "ERR3929062" "ERR3929063" "ERR3929064" "ERR3929065" "ERR3929066" "ERR3929067" "ERR3929068" "ERR3929069" "ERR3929070" "ERR3929071" "ERR3929072" "ERR3929073" "ERR3929074" "ERR3929075" "ERR3929076" "ERR3929077" "ERR3929078" "ERR3929079" "ERR3929080" "ERR3929081" "ERR3929082" "ERR3929083" "ERR3929084" "ERR3929085" "ERR3928932"
"Butyricimonas" 583 726 507 521 673 0 392 412 349 0 236 82 9 0 236 224 33 62 391 85 72 109 139 0 216 69 0 0 284 345 915 497 317 165 3 6 1288 949 0 19 44 103 40 66 97 46 178 0 436 245 94 134 18 28 0 5 0 0 10 21 0 64 77 37 0 135 0 29 0 0 9 0 26 0 0 0 444 1097 0 456 93 319 177 225 257 258 32 39 113 209 0 7 10 0 247 241 5 3 5 0 240 281 30 73 353
"Odoribacter" 160 223 175 766 691 539 404 190 410 270 129 389 7 0 62 45 70 78 113 15 149 184 54 11 211 37 44 199 199 41 618 8 354 451 159 145 1139 716 789 80 68 52 81 144 355 128 91 47 48 24 156 34 50 12 233 0 5 5 46 51 68 53 67 398 13 34 6 43 5 7 18 13 29 21 15 0 28 309 12 649 153 16278 1251 1529 634 631 107 64 73 119 45 3 19 6 173 227 5 0 11 10 62 68 49 84 130
"Barnesiella" 791 21 16 1801 2057 13 3106 27 40 0 21 486 17 13 2128 1814 21 16 416 55 340 327 365 18 2111 29 90 235 0 404 1971 919 80 622 19 19 3255 469 110 13 29 20 145 553 1569 597 22 26 21 21 369 0 0 11 804 13 11 15 325 298 14 9 17 320 10 74 0 118 18 0 31 28 370 19 18 0 22 21 22 18 12 0 21 12 97 179 27 17 46 12 13 20 12 14 11 8 10 0 20 9 1828 1674 8 18 636
"Coprobacter" 101 6 0 23 40 273 51 0 0 6 42 223 0 0 64 47 5 0 0 0 12 26 48 0 0 0 0 0 193 0 20 0 558 213 0 0 5 0 0 0 6 0 16 0 0 102 72 0 429 371 12 23 0 0 0 0 0 0 0 7 0 0 0 471 0 7 0 0 0 0 7 5 0 0 0 4 0 0 0 0 0 0 8 19 0 7 0 0 0 0 4 57 0 0 0 0 0 0 6 0 0 0 0 0 99
"Lentimicrobium" 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Zag_111" 0 31 39 4 0 0 335 75 0 0 0 0 0 0 1877 1829 0 0 853 28 0 19 0 0 0 95 12 0 293 0 10 0 0 0 0 0 108 24 0 0 0 0 377 7 10 0 1246 79 0 0 0 0 4694 421 0 270 0 0 66 133 0 0 0 0 0 368 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 324 419 0 0 0 0 0 0 0 0 3 0 0 0 0 0 819 1667 0 0 0
"CAG-196" 7 0 0 0 0 3 309 98 6 5 0 92 13 4 606 630 6 0 0 0 4 0 532 7 0 0 0 0 614 0 0 9 9 6 0 6 0 0 7 0 163 0 210 1865 3011 0 3246 0 0 2 104 0 0 0 0 0 10 0 0 0 0 4 5 7 0 0 7 4 0 3 6 6 2 6 7 0 4 0 0 0 0 5 0 0 0 0 9 0 8 0 6 5 4 6 0 0 8 0 8 0 0 0 2 0 0
"Rhodococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Corynebacterium" 0 0 0 6 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 4 40 0 12 0 0 0 0 13 0 11 6 0 0 7 15 9 7 0 0 0 43 18 0 0 0 0 0 0 66 143 0 0 5 0 0 0 5 0 23 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 9 0 8 4 0 0 0 11 0 0 4 9 8 0
"Lawsonella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 0 0 0 5 0 0 12 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"F0332" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 9 14 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arcanobacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 232 145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Trueperella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 415 263 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Schaalia" 27 26 40 0 24 0 12 0 0 11 48 267 11 7 9 0 31 45 0 0 81 34 19 18 85 90 83 16 28 75 21 0 0 34 13 35 93 76 59 36 0 0 74 227 154 51 15 36 189 70 0 0 19 0 0 11 194 230 0 12 73 53 14 0 19 0 22 0 15 8 0 0 0 16 12 15 0 0 0 61 0 21 0 0 0 0 37 16 29 43 0 23 24 39 19 0 53 3 73 106 13 0 0 15 47
"Gleimia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Varibaculum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Bifidobacterium" 106 75 72 1358 1228 1813 635 8467 14527 380 96 241 91 56 461 406 693 764 820 242 479 5990 1368 17264 261 231 735 11851 563 9929 48 1175 213 1402 142 256 350 187 126 916 451 915 55 4937 2458 9916 74 6001 293 282 198 19994 10741 4071 14322 854 3020 3510 2242 4395 34746 692 580 6591 3286 10302 1475 4595 6427 10112 14026 5354 18068 6770 4742 5246 1763 8948 65 35144 89 1040 59 68 91 100 115 35 74 75 422 17374 302 137 205 119 3211 111 561 746 15728 8708 161 127 104
"Alloscardovia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mobiluncus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Actinomyces" 0 13 0 23 22 23 0 26 0 0 0 118 0 0 0 0 0 9 0 0 0 0 0 0 0 0 21 0 0 0 0 22 15 0 0 0 6 9 23 0 0 18 23 20 14 0 0 0 39 0 0 0 0 0 0 0 56 147 0 0 8 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 7 0 16 0 0 12 0 27 41 0 0 0 0 0
"Cellulomonas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Candidatus_Aquiluna" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Kocuria" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0
"Arthrobacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Glutamicibacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
"Dermacoccus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Rothia" 6 0 0 0 0 0 0 4 0 0 0 11 0 0 0 0 0 0 0 0 3 0 0 0 6 18 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 8 7 13 0 0 0 63 24 0 0 0 0 0 0 10 0 0 0 10 28 21 0 0 0 9 13 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 5 0 0 0 6 11 0 0 0 0 0 22 17 0 0 0
"Eggerthella" 40 8 5 8 14 204 16 183 5 59 0 0 236 192 0 0 0 0 0 0 0 17 0 117 210 0 396 103 201 119 279 20 6 43 0 9 452 440 876 81 0 0 67 149 71 0 177 0 503 583 12 0 0 0 68 0 0 0 0 0 0 0 0 34 11 0 0 8 0 0 0 0 0 40 29 0 0 0 0 47 0 185 9 17 0 0 0 0 27 0 0 9 0 0 0 0 149 0 32 25 53 42 0 0 39
"Raoultibacter" 0 0 0 0 4 3 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 3 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 19 0 10 0 0 0 0 0 0 0 5 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0
"Gordonibacter" 0 0 0 0 0 25 45 31 0 40 1 0 40 47 0 0 0 0 0 0 0 0 0 0 365 0 0 85 104 32 167 37 0 0 0 18 5 0 0 0 38 0 0 201 117 0 70 0 0 9 0 0 8 0 17 0 0 0 0 0 9 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 5 7 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 13 0 0 0
"Slackia" 84 7 8 123 126 0 0 0 99 0 1343 73 0 0 15 14 235 291 101 50 129 0 0 0 266 287 6 266 102 163 0 0 8 0 0 0 0 0 13 0 71 436 0 213 124 10 0 0 0 0 0 42 20 27 0 108 0 0 9 21 279 63 81 51 0 17 392 407 124 0 374 150 0 0 0 147 158 13 0 36 0 22 27 22 15 7 46 12 336 393 35 0 27 15 64 21 0 0 0 0 0 0 0 0 95
"Berryella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CHKCI002" 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 14 0 0 0 0 0 0 0 40 13 0 0 0 0 0 0 0 0 0 0 0 0 32 15 0
"Senegalimassilia" 166 206 128 142 151 0 0 0 169 0 2682 54 0 0 62 61 217 238 0 177 351 320 182 0 7 547 0 0 0 0 0 0 70 0 0 0 0 0 43 485 1228 1811 3356 0 0 348 0 136 0 0 0 136 135 63 0 248 0 0 25 70 253 181 246 60 0 94 548 1050 566 129 0 0 0 0 0 56 196 20 132 1683 76 41 35 50 180 111 80 28 151 54 0 610 0 0 215 93 0 15 785 917 0 0 62 177 208
"Adlercreutzia" 58 113 83 111 114 0 148 36 126 0 973 14 103 120 61 72 0 7 87 44 211 17 53 0 122 254 0 0 1166 188 113 37 0 234 58 70 413 497 0 355 121 414 429 80 51 565 0 129 0 0 44 22 0 14 0 99 0 0 0 0 45 12 57 0 73 0 267 0 0 32 62 7 44 44 24 0 0 8 0 0 24 58 0 0 24 14 38 14 103 36 0 0 46 0 132 58 0 0 0 0 0 0 7 0 67
"Paraeggerthella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 115 0 5 0 0 0 0 0 0
"Denitrobacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 125 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Coriobacteriaceae_UCG-003" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 384 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tractidigestivibacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46 0 0 0 0 0 45 0 0 0 0 0 0 74 0 0 0 0 0 0 11 0 0 0 44 50 0 0 12 0 0 0 158 37 101 0 114 0 0 58 123 0 331 455 118 0 74 75 288 324 0 316 97 8 122 43 0 0 0 0 0 0 11 0 0 4 0 50 14 57 0 0 0 17 0 45 11 0 0 0 0 0 0 0 0 0
"Coriobacteriaceae_UCG-002" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Enorma" 0 3 0 0 0 0 28 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Collinsella" 1703 348 238 815 738 389 12 191 2124 441 1580 455 1937 2029 375 371 755 713 546 298 979 488 658 2534 346 1461 733 186 506 977 737 648 506 1236 196 271 1905 1427 212 1285 861 602 784 2071 786 1298 494 436 294 216 127 1798 720 313 426 356 0 12 182 358 858 440 385 888 566 531 231 211 92 378 998 208 108 1449 482 774 1216 73 657 4316 356 734 622 843 537 345 526 199 1078 151 169 1139 737 327 341 164 21 49 1892 4952 1149 593 394 410 1856
"Parolsenella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 62 57 0 0 0 41 0 0 0 0 0 84 0 0 0 0 0 0 0 0 0 0 0 0 0 0 488 0 0 0 0 0 0 0 0 0 0 0 0 73 0 73 0 0 0 0 0 0 0 0 0 0 139 0 0 0 0 0 0 445 171 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 8 0
"Olsenella" 0 0 0 0 0 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 23 0 141 0 0 0 32 0 321 12 0 0 0 8 0 0 0 6 9 0 0 0 7 6 0 0 0 0 0 15 0 0 137 0 0 0 0 0 1011 2523 0 0 5 0 0 1544 0 0 0 0 2461 481 225 987 277 0 22 1413 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
"Atopobium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Fannyhessea" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lancefieldella" 6 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 19 0 0 0 0 9 0 0 81 0 0 0 0 0 0 5 0 0 570 0 0 0 6 0 0 3 0 4 8 16 0 0 0 0 0 0 23 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 3 8 9 0 0 0 0 0
"Deinococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 4 0 0 0 0 0 0 0 0 51 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Allomeiothermus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 3 0 0 0 0 0 19 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"Thermus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 3 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 11 7 0 0 15 7 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 11 0 0 0 0 0 0 0 0
"Brachyspira" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Rubrobacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Syntrophomonas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Elusimicrobium" 0 0 0 177 201 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 112 0 0 0 0 0 0 194 290 1034 931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Phascolarctobacterium" 636 8 6 11 0 311 770 13 387 507 517 185 2731 1192 410 193 1409 1057 1245 143 420 357 292 3 827 273 938 654 209 168 158 515 2260 230 71 88 515 265 14 0 128 0 123 0 0 32 5 0 1225 779 199 0 11 0 476 9 0 0 0 0 0 0 7 0 0 7 0 11 7 0 0 0 0 0 6 0 1397 7 315 1822 10 783 0 12 395 260 572 360 96 871 261 552 0 179 133 351 11 121 1185 1051 192 140 30 300 541
"Acidaminococcus" 0 10 0 22 13 7916 0 0 36 0 0 230 2769 1400 0 0 631 396 0 84 42 0 721 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 12 0 0 6 0 0 0 49 251 7 461 0 0 6 13 36 0 102 146 0 0 0 0 19 0 10 82 21 76 756 406 0 457 0 0 28 0 0 8 13 0 0 0 0 0 0 0 0 0 0 0 0 0 19 334 98 316 267 0 0 0
"Succiniclasticum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Veillonella" 8 10 9 21 10 12 0 0 0 0 0 669 0 0 9 7 46 13 0 0 124 12 0 902 0 56 249 0 0 0 0 78 0 52 426 373 59 8 0 0 0 0 0 0 16 6 10 19 24 0 4 14 0 0 26 23 143 221 0 0 0 9 8 15 0 0 0 0 8 0 0 0 0 0 0 0 14 0 31 0 7 5 0 0 0 7 18 11 21 93 0 0 0 23 10 5 2518 0 7 9 10 11 0 0 16
"Negativicoccus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
